"","REF_DATE","Type.of.crop","GEO","Average.farm.price..dollars.per.tonne.","Average.yield..kilograms.per.hectare.","Production..metric.tonnes.","Seeded.area..acres.","Seeded.area..hectares.","Total.farm.value..dollars."
"1766",1915,"Soybeans","NS",NA,NA,0,NA,NA,NA
"1767",1915,"Soybeans","ON",NA,NA,0,NA,NA,NA
"1768",1915,"Soybeans","PE",NA,NA,0,NA,NA,NA
"1769",1915,"Soybeans","QC",NA,NA,0,NA,NA,NA
"1770",1915,"Soybeans","SK",NA,NA,0,NA,NA,NA
"1771",1915,"Sugar beets","AB",0,0,0,0,0,0
"1772",1915,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"1773",1915,"Sugar beets","MB",NA,NA,0,NA,NA,NA
"1774",1915,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"1775",1915,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"1776",1915,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"1777",1915,"Sugar beets","ON",0.61,17500,127900,18000,7300,776
"1778",1915,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"1779",1915,"Sugar beets","QC",NA,NA,0,NA,NA,NA
"1780",1915,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"1781",1915,"Sunflower seed","AB",NA,NA,0,NA,NA,NA
"1782",1915,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"1783",1915,"Sunflower seed","MB",NA,NA,0,NA,NA,NA
"1784",1915,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"1785",1915,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"1786",1915,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"1787",1915,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"1788",1915,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"1789",1915,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"1790",1915,"Sunflower seed","SK",NA,NA,0,NA,NA,NA
"1791",1915,"Tame hay","AB",0.84,3210,257000,204600,80000,2153
"1792",1915,"Tame hay","BC",1.61,5470,394000,179100,72000,6335
"1793",1915,"Tame hay","MB",1.06,2150,86000,92100,40000,910
"1794",1915,"Tame hay","NB",1.54,3120,718000,569000,230000,11074
"1795",1915,"Tame hay","NL",NA,NA,0,NA,NA,NA
"1796",1915,"Tame hay","NS",1.47,3990,869000,538000,218000,12770
"1797",1915,"Tame hay","ON",1.55,3020,3838000,3142000,1272000,59382
"1798",1915,"Tame hay","PE",1.34,3980,318000,198000,80000,4275
"1799",1915,"Tame hay","QC",1.75,2830,3348000,2924900,1184000,58602
"1800",1915,"Tame hay","SK",0.94,3600,36000,27700,10000,339
"1801",1915,"Wheat, all","AB",32,2095,1811000,2138000,865000,58326
"1802",1915,"Wheat, all","BC",35,2200,14300,16000,6500,494
"1803",1915,"Wheat, all","MB",33,1665,1887000,2800400,1133000,62663
"1804",1915,"Wheat, all","NB",46,1285,7250,14000,5650,335
"1805",1915,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"1806",1915,"Wheat, all","NS",45,1240,6700,13300,5400,299
"1807",1915,"Wheat, all","ON",34,1865,823600,1093000,442000,28216
"1808",1915,"Wheat, all","PE",40,1280,17800,34400,13900,706
"1809",1915,"Wheat, all","QC",49,1340,38400,71000,28700,1891
"1810",1915,"Wheat, all","SK",33,1690,6105000,8929300,3614000,203888
"1811",1915,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"1812",1915,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"1813",1915,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"1814",1915,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"1815",1915,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"1816",1915,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"1817",1915,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"1818",1915,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"1819",1915,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"1820",1915,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"1821",1915,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"1822",1915,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"1823",1915,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"1824",1915,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"1825",1915,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"1826",1915,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"1827",1915,"Wheat, spring","ON",35,1500,73600,121000,49000,2598
"1828",1915,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"1829",1915,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"1830",1915,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"1831",1915,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"1832",1915,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"1833",1915,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"1834",1915,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"1835",1915,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"1836",1915,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"1837",1915,"Wheat, winter remaining","ON",34,1910,750000,NA,NA,25618
"1838",1915,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"1839",1915,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"1840",1915,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"1841",1916,"Barley","AB",33,1565,213000,336600,136000,6940
"1842",1916,"Barley","BC",38,2455,2700,2700,1100,103
"1843",1916,"Barley","MB",37,1075,299000,687500,278000,10983
"1844",1916,"Barley","NB",45,1335,1000,1900,750,45
"1845",1916,"Barley","NL",NA,NA,0,NA,NA,NA
"1846",1916,"Barley","NS",45,1420,2700,4700,1900,122
"1847",1916,"Barley","ON",45,1235,163200,326000,131900,7422
"1848",1916,"Barley","PE",43,1535,2300,3600,1500,100
"1849",1916,"Barley","QC",53,1075,31700,72800,29500,1674
"1850",1916,"Barley","SK",35,1450,216000,367200,149000,7635
"1851",1916,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"1852",1916,"Beans, all dry (white and coloured)","BC",0,0,0,0,0,0
"1853",1916,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"1854",1916,"Beans, all dry (white and coloured)","NB",230,1000,100,200,100,23
"1855",1916,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"1856",1916,"Beans, all dry (white and coloured)","NS",195,1335,400,800,300,78
"1857",1916,"Beans, all dry (white and coloured)","ON",197,790,8600,27000,10900,1693
"1858",1916,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"1859",1916,"Beans, all dry (white and coloured)","QC",207,1165,2100,4400,1800,434
"1860",1916,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"1861",1916,"Buckwheat","AB",NA,NA,0,NA,NA,NA
"1862",1916,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"1863",1916,"Buckwheat","MB",NA,NA,0,NA,NA,NA
"1864",1916,"Buckwheat","NB",39,1225,26250,53000,21450,1013
"1865",1916,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"1866",1916,"Buckwheat","NS",39,1320,5350,10000,4050,206
"1867",1916,"Buckwheat","ON",50,780,55250,175000,70800,2766
"1868",1916,"Buckwheat","PE",45,1500,1500,2500,1000,68
"1869",1916,"Buckwheat","QC",56,1020,41800,101000,40900,2322
"1870",1916,"Buckwheat","SK",NA,NA,0,NA,NA,NA
"1871",1916,"Canola (rapeseed)","AB",NA,NA,0,NA,NA,NA
"1872",1916,"Canola (rapeseed)","BC",NA,NA,0,NA,NA,NA
"1873",1916,"Canola (rapeseed)","MB",NA,NA,0,NA,NA,NA
"1874",1916,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"1875",1916,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"1876",1916,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"1877",1916,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"1878",1916,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"1879",1916,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"1880",1916,"Canola (rapeseed)","SK",NA,NA,0,NA,NA,NA
"1881",1916,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"1882",1916,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"1883",1916,"Corn for grain","MB",NA,NA,0,NA,NA,NA
"1884",1916,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"1885",1916,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"1886",1916,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"1887",1916,"Corn for grain","ON",41,2325,151000,160000,65000,6258
"1888",1916,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"1889",1916,"Corn for grain","QC",60,1545,8200,13000,5300,489
"1890",1916,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"1891",1916,"Corn for silage","AB",0.75,6670,2000,700,300,15
"1892",1916,"Corn for silage","BC",0.8,20000,4000,400,200,32
"1893",1916,"Corn for silage","MB",0.53,6000,24000,9800,4000,126
"1894",1916,"Corn for silage","NB",0.4,20000,1000,100,50,4
"1895",1916,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"1896",1916,"Corn for silage","NS",0.28,20000,4000,500,200,11
"1897",1916,"Corn for silage","ON",0.53,14620,1462000,248000,100000,7738
"1898",1916,"Corn for silage","PE",0.27,3000,3000,200,100,8
"1899",1916,"Corn for silage","QC",0.63,18000,225000,31000,12500,1426
"1900",1916,"Corn for silage","SK",0.7,556,5000,2300,900,35
"1901",1916,"Flaxseed","AB",42,875,33300,95100,38000,1389
"1902",1916,"Flaxseed","BC",NA,NA,0,NA,NA,NA
"1903",1916,"Flaxseed","MB",84,885,5300,15700,6000,447
"1904",1916,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"1905",1916,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"1906",1916,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"1907",1916,"Flaxseed","ON",111,585,1050,4500,1800,117
"1908",1916,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"1909",1916,"Flaxseed","QC",87,750,150,500,200,13
"1910",1916,"Flaxseed","SK",88,775,170000,542000,219000,14923
"1911",1916,"Lentils","AB",NA,NA,0,NA,NA,NA
"1912",1916,"Lentils","BC",NA,NA,0,NA,NA,NA
"1913",1916,"Lentils","MB",NA,NA,0,NA,NA,NA
"1914",1916,"Lentils","NB",NA,NA,0,NA,NA,NA
"1915",1916,"Lentils","NL",NA,NA,0,NA,NA,NA
"1916",1916,"Lentils","NS",NA,NA,0,NA,NA,NA
"1917",1916,"Lentils","ON",NA,NA,0,NA,NA,NA
"1918",1916,"Lentils","PE",NA,NA,0,NA,NA,NA
"1919",1916,"Lentils","QC",NA,NA,0,NA,NA,NA
"1920",1916,"Lentils","SK",NA,NA,0,NA,NA,NA
"1921",1916,"Mixed grains","AB",17,1475,2800,4600,1900,48
"1922",1916,"Mixed grains","BC",62,2525,2650,2600,1050,163
"1923",1916,"Mixed grains","MB",22,1500,900,1400,600,20
"1924",1916,"Mixed grains","NB",38,1715,600,900,350,23
"1925",1916,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"1926",1916,"Mixed grains","NS",45,1725,2850,4100,1650,128
"1927",1916,"Mixed grains","ON",44,1310,151800,286000,115700,6618
"1928",1916,"Mixed grains","PE",37,2095,6700,8000,3200,248
"1929",1916,"Mixed grains","QC",49,1020,37600,91000,36800,1825
"1930",1916,"Mixed grains","SK",23,1770,10100,14200,5700,228
"1931",1916,"Mustard seed","AB",NA,NA,0,NA,NA,NA
"1932",1916,"Mustard seed","BC",NA,NA,0,NA,NA,NA
"1933",1916,"Mustard seed","MB",NA,NA,0,NA,NA,NA
"1934",1916,"Mustard seed","NB",NA,NA,0,NA,NA,NA
"1935",1916,"Mustard seed","NL",NA,NA,0,NA,NA,NA
"1936",1916,"Mustard seed","NS",NA,NA,0,NA,NA,NA
"1937",1916,"Mustard seed","ON",NA,NA,0,NA,NA,NA
"1938",1916,"Mustard seed","PE",NA,NA,0,NA,NA,NA
"1939",1916,"Mustard seed","QC",NA,NA,0,NA,NA,NA
"1940",1916,"Mustard seed","SK",NA,NA,0,NA,NA,NA
"1941",1916,"Oats","AB",30,1835,1576000,2124100,860000,47012
"1942",1916,"Oats","BC",41,2305,56000,60000,24300,2323
"1943",1916,"Oats","MB",32,1280,747000,1443600,584000,23735
"1944",1916,"Oats","NB",44,1160,93150,198000,80150,4107
"1945",1916,"Oats","NL",NA,NA,0,NA,NA,NA
"1946",1916,"Oats","NS",46,1325,62150,116000,46950,2862
"1947",1916,"Oats","ON",41,970,783000,1991000,805700,32493
"1948",1916,"Oats","PE",40,1420,114300,199000,80550,4522
"1949",1916,"Oats","QC",50,865,376500,1073000,434200,18796
"1950",1916,"Oats","SK",30,1640,2518000,3791800,1534000,75108
"1951",1916,"Peas, dry","AB",83,1750,350,600,200,29
"1952",1916,"Peas, dry","BC",61,2400,1200,1300,500,73
"1953",1916,"Peas, dry","MB",0,0,0,0,0,0
"1954",1916,"Peas, dry","NB",80,1335,200,400,150,16
"1955",1916,"Peas, dry","NL",NA,NA,0,NA,NA,NA
"1956",1916,"Peas, dry","NS",90,1000,100,200,100,9
"1957",1916,"Peas, dry","ON",76,960,48900,126000,51000,3700
"1958",1916,"Peas, dry","PE",60,1000,50,100,50,3
"1959",1916,"Peas, dry","QC",119,935,8200,21600,8750,972
"1960",1916,"Peas, dry","SK",84,2335,1400,1600,600,117
"1961",1916,"Rye, all","AB",38,1570,11000,18000,7000,418
"1962",1916,"Rye, all","BC",0,0,0,0,0,0
"1963",1916,"Rye, all","MB",42,1165,14000,30000,12000,590
"1964",1916,"Rye, all","NB",0,0,0,0,0,0
"1965",1916,"Rye, all","NL",NA,NA,0,NA,NA,NA
"1966",1916,"Rye, all","NS",70,1000,100,300,100,7
"1967",1916,"Rye, all","ON",46,1100,30700,69000,27900,1413
"1968",1916,"Rye, all","PE",NA,NA,0,NA,NA,NA
"1969",1916,"Rye, all","QC",55,880,3000,8300,3400,165
"1970",1916,"Rye, all","SK",43,1555,14000,22800,9000,603
"1971",1916,"Rye, fall remaining","AB",NA,NA,0,NA,NA,NA
"1972",1916,"Rye, fall remaining","BC",NA,NA,0,NA,NA,NA
"1973",1916,"Rye, fall remaining","MB",NA,NA,0,NA,NA,NA
"1974",1916,"Rye, fall remaining","NB",NA,NA,0,NA,NA,NA
"1975",1916,"Rye, fall remaining","NL",NA,NA,0,NA,NA,NA
"1976",1916,"Rye, fall remaining","NS",NA,NA,0,NA,NA,NA
"1977",1916,"Rye, fall remaining","ON",NA,NA,0,NA,NA,NA
"1978",1916,"Rye, fall remaining","PE",NA,NA,0,NA,NA,NA
"1979",1916,"Rye, fall remaining","QC",NA,NA,0,NA,NA,NA
"1980",1916,"Rye, fall remaining","SK",NA,NA,0,NA,NA,NA
"1981",1916,"Rye, spring","AB",NA,NA,0,NA,NA,NA
"1982",1916,"Rye, spring","BC",NA,NA,0,NA,NA,NA
"1983",1916,"Rye, spring","MB",NA,NA,0,NA,NA,NA
"1984",1916,"Rye, spring","NB",NA,NA,0,NA,NA,NA
"1985",1916,"Rye, spring","NL",NA,NA,0,NA,NA,NA
"1986",1916,"Rye, spring","NS",NA,NA,0,NA,NA,NA
"1987",1916,"Rye, spring","ON",NA,NA,0,NA,NA,NA
"1988",1916,"Rye, spring","PE",NA,NA,0,NA,NA,NA
"1989",1916,"Rye, spring","QC",NA,NA,0,NA,NA,NA
"1990",1916,"Rye, spring","SK",NA,NA,0,NA,NA,NA
"1991",1916,"Soybeans","AB",NA,NA,0,NA,NA,NA
"1992",1916,"Soybeans","BC",NA,NA,0,NA,NA,NA
"1993",1916,"Soybeans","MB",NA,NA,0,NA,NA,NA
"1994",1916,"Soybeans","NB",NA,NA,0,NA,NA,NA
"1995",1916,"Soybeans","NL",NA,NA,0,NA,NA,NA
"1996",1916,"Soybeans","NS",NA,NA,0,NA,NA,NA
"1997",1916,"Soybeans","ON",NA,NA,0,NA,NA,NA
"1998",1916,"Soybeans","PE",NA,NA,0,NA,NA,NA
"1999",1916,"Soybeans","QC",NA,NA,0,NA,NA,NA
"2000",1916,"Soybeans","SK",NA,NA,0,NA,NA,NA
"2001",1916,"Sugar beets","AB",0,0,0,0,0,0
"2002",1916,"Sugar beets","BC",NA,NA,0,NA,NA,NA
"2003",1916,"Sugar beets","MB",NA,NA,0,NA,NA,NA
"2004",1916,"Sugar beets","NB",NA,NA,0,NA,NA,NA
"2005",1916,"Sugar beets","NL",NA,NA,0,NA,NA,NA
"2006",1916,"Sugar beets","NS",NA,NA,0,NA,NA,NA
"2007",1916,"Sugar beets","ON",0.68,10600,64400,15000,6100,440
"2008",1916,"Sugar beets","PE",NA,NA,0,NA,NA,NA
"2009",1916,"Sugar beets","QC",NA,NA,0,NA,NA,NA
"2010",1916,"Sugar beets","SK",NA,NA,0,NA,NA,NA
"2011",1916,"Sunflower seed","AB",NA,NA,0,NA,NA,NA
"2012",1916,"Sunflower seed","BC",NA,NA,0,NA,NA,NA
"2013",1916,"Sunflower seed","MB",NA,NA,0,NA,NA,NA
"2014",1916,"Sunflower seed","NB",NA,NA,0,NA,NA,NA
"2015",1916,"Sunflower seed","NL",NA,NA,0,NA,NA,NA
"2016",1916,"Sunflower seed","NS",NA,NA,0,NA,NA,NA
"2017",1916,"Sunflower seed","ON",NA,NA,0,NA,NA,NA
"2018",1916,"Sunflower seed","PE",NA,NA,0,NA,NA,NA
"2019",1916,"Sunflower seed","QC",NA,NA,0,NA,NA,NA
"2020",1916,"Sunflower seed","SK",NA,NA,0,NA,NA,NA
"2021",1916,"Tame hay","AB",0.98,4410,353000,194100,80000,3463
"2022",1916,"Tame hay","BC",1.94,6000,456000,187600,76000,8829
"2023",1916,"Tame hay","MB",0.89,4670,140000,82100,30000,1252
"2024",1916,"Tame hay","NB",1.24,3320,771000,574000,232000,9563
"2025",1916,"Tame hay","NL",NA,NA,0,NA,NA,NA
"2026",1916,"Tame hay","NS",1.35,4030,903000,553000,224000,12189
"2027",1916,"Tame hay","ON",1.31,4520,5703000,3115000,1261000,74442
"2028",1916,"Tame hay","PE",1.27,3790,307000,199000,81000,3907
"2029",1916,"Tame hay","QC",1.21,3920,4745000,2987600,1209000,57531
"2030",1916,"Tame hay","SK",0.7,6200,62000,28200,10000,435
"2031",1916,"Wheat, all","AB",49,1680,1771000,2605000,1054000,86600
"2032",1916,"Wheat, all","BC",56,2075,13500,16000,6500,760
"2033",1916,"Wheat, all","MB",45,730,807000,2725700,1103000,36501
"2034",1916,"Wheat, all","NB",63,1170,6600,14000,5650,416
"2035",1916,"Wheat, all","NL",NA,NA,0,NA,NA,NA
"2036",1916,"Wheat, all","NS",63,1315,7100,13400,5400,444
"2037",1916,"Wheat, all","ON",57,1390,487900,865000,350500,27793
"2038",1916,"Wheat, all","PE",56,1130,15750,34500,13950,879
"2039",1916,"Wheat, all","QC",68,1010,26100,64000,25900,1786
"2040",1916,"Wheat, all","SK",47,1100,4016000,9032100,3655000,188918
"2041",1916,"Wheat, durum","AB",NA,NA,0,NA,NA,NA
"2042",1916,"Wheat, durum","BC",NA,NA,0,NA,NA,NA
"2043",1916,"Wheat, durum","MB",NA,NA,0,NA,NA,NA
"2044",1916,"Wheat, durum","NB",NA,NA,0,NA,NA,NA
"2045",1916,"Wheat, durum","NL",NA,NA,0,NA,NA,NA
"2046",1916,"Wheat, durum","NS",NA,NA,0,NA,NA,NA
"2047",1916,"Wheat, durum","ON",NA,NA,0,NA,NA,NA
"2048",1916,"Wheat, durum","PE",NA,NA,0,NA,NA,NA
"2049",1916,"Wheat, durum","QC",NA,NA,0,NA,NA,NA
"2050",1916,"Wheat, durum","SK",NA,NA,0,NA,NA,NA
"2051",1916,"Wheat, spring","AB",NA,NA,0,NA,NA,NA
"2052",1916,"Wheat, spring","BC",NA,NA,0,NA,NA,NA
"2053",1916,"Wheat, spring","MB",NA,NA,0,NA,NA,NA
"2054",1916,"Wheat, spring","NB",NA,NA,0,NA,NA,NA
"2055",1916,"Wheat, spring","NL",NA,NA,0,NA,NA,NA
"2056",1916,"Wheat, spring","NS",NA,NA,0,NA,NA,NA
"2057",1916,"Wheat, spring","ON",57,1095,39900,90200,36500,2272
"2058",1916,"Wheat, spring","PE",NA,NA,0,NA,NA,NA
"2059",1916,"Wheat, spring","QC",NA,NA,0,NA,NA,NA
"2060",1916,"Wheat, spring","SK",NA,NA,0,NA,NA,NA
"2061",1916,"Wheat, winter remaining","AB",NA,NA,0,NA,NA,NA
"2062",1916,"Wheat, winter remaining","BC",NA,NA,0,NA,NA,NA
"2063",1916,"Wheat, winter remaining","MB",NA,NA,0,NA,NA,NA
"2064",1916,"Wheat, winter remaining","NB",NA,NA,0,NA,NA,NA
"2065",1916,"Wheat, winter remaining","NL",NA,NA,0,NA,NA,NA
"2066",1916,"Wheat, winter remaining","NS",NA,NA,0,NA,NA,NA
"2067",1916,"Wheat, winter remaining","ON",57,1425,448000,NA,NA,25521
"2068",1916,"Wheat, winter remaining","PE",NA,NA,0,NA,NA,NA
"2069",1916,"Wheat, winter remaining","QC",NA,NA,0,NA,NA,NA
"2070",1916,"Wheat, winter remaining","SK",NA,NA,0,NA,NA,NA
"2071",1917,"Barley","AB",45,1185,226000,472100,191000,10178
"2072",1917,"Barley","BC",59,1590,3500,5500,2200,206
"2073",1917,"Barley","MB",49,1210,347000,708000,287000,17045
"2074",1917,"Barley","NB",64,1135,850,1800,750,54
"2075",1917,"Barley","NL",NA,NA,0,NA,NA,NA
"2076",1917,"Barley","NS",61,1335,2600,4800,1950,159
"2077",1917,"Barley","ON",53,1670,243700,361000,146100,12982
"2078",1917,"Barley","PE",55,1570,2200,3500,1400,122
"2079",1917,"Barley","QC",73,995,66700,165600,67000,4840
"2080",1917,"Barley","SK",46,1130,306000,669900,271000,14068
"2081",1917,"Beans, all dry (white and coloured)","AB",NA,NA,0,NA,NA,NA
"2082",1917,"Beans, all dry (white and coloured)","BC",0,0,0,0,0,0
"2083",1917,"Beans, all dry (white and coloured)","MB",NA,NA,0,NA,NA,NA
"2084",1917,"Beans, all dry (white and coloured)","NB",340,1500,150,300,100,51
"2085",1917,"Beans, all dry (white and coloured)","NL",NA,NA,0,NA,NA,NA
"2086",1917,"Beans, all dry (white and coloured)","NS",282,1250,500,1000,400,141
"2087",1917,"Beans, all dry (white and coloured)","ON",250,790,11500,36000,14600,2872
"2088",1917,"Beans, all dry (white and coloured)","PE",NA,NA,0,NA,NA,NA
"2089",1917,"Beans, all dry (white and coloured)","QC",286,1005,22500,55200,22350,6429
"2090",1917,"Beans, all dry (white and coloured)","SK",NA,NA,0,NA,NA,NA
"2091",1917,"Buckwheat","AB",NA,NA,0,NA,NA,NA
"2092",1917,"Buckwheat","BC",NA,NA,0,NA,NA,NA
"2093",1917,"Buckwheat","MB",NA,NA,0,NA,NA,NA
"2094",1917,"Buckwheat","NB",52,1050,24200,57000,23050,1256
"2095",1917,"Buckwheat","NL",NA,NA,0,NA,NA,NA
"2096",1917,"Buckwheat","NS",52,1135,5000,10900,4400,261
"2097",1917,"Buckwheat","ON",63,1010,66150,162000,65600,4161
"2098",1917,"Buckwheat","PE",62,1550,1550,2500,1000,96
"2099",1917,"Buckwheat","QC",79,885,58750,163600,66200,4669
"2100",1917,"Buckwheat","SK",NA,NA,0,NA,NA,NA
"2101",1917,"Canola (rapeseed)","AB",NA,NA,0,NA,NA,NA
"2102",1917,"Canola (rapeseed)","BC",NA,NA,0,NA,NA,NA
"2103",1917,"Canola (rapeseed)","MB",NA,NA,0,NA,NA,NA
"2104",1917,"Canola (rapeseed)","NB",NA,NA,0,NA,NA,NA
"2105",1917,"Canola (rapeseed)","NL",NA,NA,0,NA,NA,NA
"2106",1917,"Canola (rapeseed)","NS",NA,NA,0,NA,NA,NA
"2107",1917,"Canola (rapeseed)","ON",NA,NA,0,NA,NA,NA
"2108",1917,"Canola (rapeseed)","PE",NA,NA,0,NA,NA,NA
"2109",1917,"Canola (rapeseed)","QC",NA,NA,0,NA,NA,NA
"2110",1917,"Canola (rapeseed)","SK",NA,NA,0,NA,NA,NA
"2111",1917,"Corn for grain","AB",NA,NA,0,NA,NA,NA
"2112",1917,"Corn for grain","BC",NA,NA,0,NA,NA,NA
"2113",1917,"Corn for grain","MB",NA,NA,0,NA,NA,NA
"2114",1917,"Corn for grain","NB",NA,NA,0,NA,NA,NA
"2115",1917,"Corn for grain","NL",NA,NA,0,NA,NA,NA
"2116",1917,"Corn for grain","NS",NA,NA,0,NA,NA,NA
"2117",1917,"Corn for grain","ON",68,2325,151000,160000,65000,10251
"2118",1917,"Corn for grain","PE",NA,NA,0,NA,NA,NA
"2119",1917,"Corn for grain","QC",89,1520,45800,74300,30100,4056
"2120",1917,"Corn for grain","SK",NA,NA,0,NA,NA,NA
"2121",1917,"Corn for silage","AB",0.7,2500,4000,4000,1600,28
"2122",1917,"Corn for silage","BC",1.57,16670,15000,2200,900,236
"2123",1917,"Corn for silage","MB",0.81,11000,44000,9800,4000,357
"2124",1917,"Corn for silage","NB",0.5,20000,1000,100,50,5
"2125",1917,"Corn for silage","NL",NA,NA,0,NA,NA,NA
"2126",1917,"Corn for silage","NS",0.65,20000,4000,500,200,26
"2127",1917,"Corn for silage","ON",0.55,16940,1813000,265000,107000,9990
"2128",1917,"Corn for silage","PE",0.45,2000,2000,200,100,9
"2129",1917,"Corn for silage","QC",0.55,19100,533000,69000,27900,2934
"2130",1917,"Corn for silage","SK",0.89,438,28000,15700,6400,250
"2131",1917,"Flaxseed","AB",109,435,24900,139800,57000,2720
"2132",1917,"Flaxseed","BC",NA,NA,0,NA,NA,NA
"2133",1917,"Flaxseed","MB",113,530,3700,16300,7000,418
"2134",1917,"Flaxseed","NB",NA,NA,0,NA,NA,NA
"2135",1917,"Flaxseed","NL",NA,NA,0,NA,NA,NA
"2136",1917,"Flaxseed","NS",NA,NA,0,NA,NA,NA
"2137",1917,"Flaxseed","ON",148,815,1300,4000,1600,192
"2138",1917,"Flaxseed","PE",NA,NA,0,NA,NA,NA
"2139",1917,"Flaxseed","QC",132,520,1200,5700,2300,158
"2140",1917,"Flaxseed","SK",102,390,119700,753700,305000,12248
"2141",1917,"Lentils","AB",NA,NA,0,NA,NA,NA
"2142",1917,"Lentils","BC",NA,NA,0,NA,NA,NA
"2143",1917,"Lentils","MB",NA,NA,0,NA,NA,NA
"2144",1917,"Lentils","NB",NA,NA,0,NA,NA,NA
"2145",1917,"Lentils","NL",NA,NA,0,NA,NA,NA
"2146",1917,"Lentils","NS",NA,NA,0,NA,NA,NA
"2147",1917,"Lentils","ON",NA,NA,0,NA,NA,NA
"2148",1917,"Lentils","PE",NA,NA,0,NA,NA,NA
"2149",1917,"Lentils","QC",NA,NA,0,NA,NA,NA
"2150",1917,"Lentils","SK",NA,NA,0,NA,NA,NA
"2151",1917,"Mixed grains","AB",59,1300,12600,24000,9700,742
"2152",1917,"Mixed grains","BC",35,2000,1500,1800,750,52
"2153",1917,"Mixed grains","MB",60,1500,900,1400,600,54
"2154",1917,"Mixed grains","NB",51,1165,350,800,300,18
"2155",1917,"Mixed grains","NL",NA,NA,0,NA,NA,NA
"2156",1917,"Mixed grains","NS",61,1220,1950,4000,1600,119
"2157",1917,"Mixed grains","ON",55,1905,227300,295000,119400,12473
